Date,DateText,Median Global Temp C Deviation,Bias Uncertainty (Lower 95 CI),Bias Uncertainty (Upper 95 CI),Measurement and Sampling Uncertainty (Lower 95 CI),Measurement and Sampling Uncertainty (Upper 95 CI),Coverage Uncertainty (Lower 95 CI),Coverage Uncertainty (Upper 95 CI),"Measurement, Sampling, and Bias Uncertainty (Lower 95 CI)","Measurement, Sampling, and Bias Uncertainty (Upper 95 CI)",Combined Uncertainty (Lower 95 CI),Combined Uncertainty (Upper 95 CI)
1929-11-01,1929/11,-0.07200000000000001,-0.15,0.001,-0.146,0.001,-0.213,0.069,-0.182,0.033,-0.252,0.10400000000000001
1929-12-01,1929/12,-0.488,-0.581,-0.41100000000000003,-0.562,-0.414,-0.644,-0.332,-0.603,-0.382,-0.6809999999999999,-0.299
1930-01-01,1930/01,-0.327,-0.42,-0.243,-0.401,-0.253,-0.525,-0.128,-0.446,-0.21,-0.557,-0.09699999999999999
1930-02-01,1930/02,-0.287,-0.379,-0.214,-0.359,-0.215,-0.445,-0.129,-0.4,-0.17600000000000002,-0.48100000000000004,-0.092
1930-03-01,1930/03,-0.15,-0.249,-0.03,-0.222,-0.077,-0.326,0.027000000000000003,-0.265,-0.02,-0.359,0.067
1930-04-01,1930/04,-0.201,-0.301,-0.106,-0.271,-0.131,-0.371,-0.031,-0.315,-0.09,-0.405,0.001
1930-05-01,1930/05,-0.201,-0.287,-0.126,-0.273,-0.129,-0.375,-0.027000000000000003,-0.315,-0.09699999999999999,-0.409,0.001
1930-06-01,1930/06,-0.165,-0.253,-0.084,-0.24100000000000002,-0.08900000000000001,-0.309,-0.022000000000000002,-0.27899999999999997,-0.052000000000000005,-0.34700000000000003,0.019
1930-07-01,1930/07,-0.122,-0.215,-0.035,-0.19699999999999998,-0.048,-0.318,0.07400000000000001,-0.23199999999999998,-0.004,-0.34600000000000003,0.10800000000000001
1930-08-01,1930/08,-0.055999999999999994,-0.138,0.05,-0.128,0.016,-0.297,0.185,-0.165,0.066,-0.32,0.215
1930-09-01,1930/09,-0.079,-0.16,0.002,-0.155,-0.002,-0.29600000000000004,0.139,-0.19699999999999998,0.033,-0.327,0.165
1930-10-01,1930/10,-0.08900000000000001,-0.166,0.001,-0.162,-0.015,-0.253,0.076,-0.19699999999999998,0.028999999999999998,-0.285,0.115
1930-11-01,1930/11,0.078,-0.012,0.153,0.002,0.153,-0.065,0.22,-0.043,0.193,-0.11,0.26
1930-12-01,1930/12,-0.079,-0.188,0.003,-0.151,-0.006,-0.23600000000000002,0.079,-0.207,0.028999999999999998,-0.28,0.11199999999999999
1931-01-01,1931/01,-0.006999999999999999,-0.1,0.077,-0.079,0.066,-0.19699999999999998,0.184,-0.124,0.10800000000000001,-0.22899999999999998,0.21600000000000003
1931-02-01,1931/02,-0.162,-0.253,-0.08800000000000001,-0.23399999999999999,-0.091,-0.321,-0.004,-0.275,-0.051,-0.35600000000000004,0.033
1931-03-01,1931/03,-0.12300000000000001,-0.22,-0.01,-0.193,-0.052000000000000005,-0.295,0.05,-0.235,0.005,-0.327,0.091
1931-04-01,1931/04,-0.182,-0.27899999999999997,-0.086,-0.256,-0.10800000000000001,-0.353,-0.01,-0.295,-0.067,-0.386,0.024
1931-05-01,1931/05,-0.166,-0.253,-0.08800000000000001,-0.23600000000000002,-0.096,-0.33799999999999997,0.006,-0.28,-0.062,-0.371,0.035
1931-06-01,1931/06,-0.04,-0.13,0.044000000000000004,-0.11699999999999999,0.036000000000000004,-0.18100000000000002,0.1,-0.156,0.073,-0.221,0.141
1931-07-01,1931/07,0.002,-0.086,0.086,-0.075,0.08,-0.19899999999999998,0.204,-0.11,0.11900000000000001,-0.228,0.23600000000000002
1931-08-01,1931/08,-0.054000000000000006,-0.134,0.055,-0.124,0.016,-0.295,0.187,-0.159,0.069,-0.315,0.218
1931-09-01,1931/09,-0.05,-0.127,0.031,-0.12300000000000001,0.024,-0.258,0.159,-0.16399999999999998,0.06,-0.287,0.18600000000000003
1931-10-01,1931/10,-0.046,-0.12300000000000001,0.047,-0.12300000000000001,0.03,-0.226,0.133,-0.154,0.076,-0.253,0.17300000000000001
1931-11-01,1931/11,-0.153,-0.24100000000000002,-0.078,-0.22399999999999998,-0.081,-0.294,-0.011000000000000001,-0.26899999999999996,-0.043,-0.33799999999999997,0.026000000000000002
1931-12-01,1931/12,-0.105,-0.21100000000000002,-0.026000000000000002,-0.17800000000000002,-0.031,-0.259,0.05,-0.23199999999999998,0.003,-0.303,0.084
1932-01-01,1932/01,0.157,0.062,0.244,0.084,0.22899999999999998,-0.035,0.349,0.040999999999999995,0.27399999999999997,-0.065,0.38299999999999995
1932-02-01,1932/02,-0.196,-0.289,-0.121,-0.267,-0.125,-0.361,-0.031,-0.308,-0.084,-0.39399999999999996,0.005
1932-03-01,1932/03,-0.243,-0.34600000000000003,-0.132,-0.315,-0.171,-0.41600000000000004,-0.071,-0.358,-0.11699999999999999,-0.449,-0.031
1932-04-01,1932/04,-0.069,-0.166,0.026000000000000002,-0.141,0.003,-0.231,0.09300000000000001,-0.183,0.043,-0.266,0.128
1932-05-01,1932/05,-0.16899999999999998,-0.256,-0.09699999999999999,-0.24100000000000002,-0.09699999999999999,-0.335,-0.003,-0.28300000000000003,-0.066,-0.37,0.026000000000000002
1932-06-01,1932/06,-0.191,-0.27899999999999997,-0.107,-0.267,-0.11599999999999999,-0.32799999999999996,-0.055,-0.305,-0.08,-0.368,-0.013999999999999999
1932-07-01,1932/07,-0.128,-0.218,-0.045,-0.20199999999999999,-0.054000000000000006,-0.32,0.064,-0.237,-0.013000000000000001,-0.348,0.09699999999999999
1932-08-01,1932/08,-0.19699999999999998,-0.273,-0.096,-0.27,-0.124,-0.44799999999999995,0.054000000000000006,-0.302,-0.079,-0.46799999999999997,0.08199999999999999
1932-09-01,1932/09,-0.039,-0.11699999999999999,0.036000000000000004,-0.115,0.036000000000000004,-0.245,0.16699999999999998,-0.155,0.07,-0.27699999999999997,0.19399999999999998
1932-10-01,1932/10,-0.17600000000000002,-0.252,-0.086,-0.248,-0.10300000000000001,-0.341,-0.011000000000000001,-0.28,-0.06,-0.369,0.027000000000000003
1932-11-01,1932/11,-0.235,-0.321,-0.161,-0.309,-0.161,-0.36200000000000004,-0.107,-0.35100000000000003,-0.125,-0.409,-0.067
1932-12-01,1932/12,-0.19399999999999998,-0.29600000000000004,-0.113,-0.266,-0.121,-0.344,-0.043,-0.319,-0.087,-0.38799999999999996,-0.008
1933-01-01,1933/01,-0.295,-0.382,-0.212,-0.37,-0.21899999999999997,-0.493,-0.09699999999999999,-0.41100000000000003,-0.18100000000000002,-0.524,-0.067
1933-02-01,1933/02,-0.324,-0.413,-0.252,-0.395,-0.253,-0.48700000000000004,-0.16,-0.431,-0.218,-0.518,-0.128
1933-03-01,1933/03,-0.348,-0.43700000000000006,-0.239,-0.41700000000000004,-0.28,-0.506,-0.19,-0.45399999999999996,-0.22899999999999998,-0.536,-0.151
1933-04-01,1933/04,-0.222,-0.313,-0.132,-0.292,-0.151,-0.39,-0.053,-0.332,-0.114,-0.423,-0.022000000000000002
1933-05-01,1933/05,-0.213,-0.29600000000000004,-0.14,-0.28600000000000003,-0.141,-0.382,-0.045,-0.322,-0.11,-0.413,-0.016
1933-06-01,1933/06,-0.261,-0.344,-0.183,-0.337,-0.18600000000000003,-0.40700000000000003,-0.115,-0.37200000000000005,-0.153,-0.444,-0.078
1933-07-01,1933/07,-0.185,-0.271,-0.10400000000000001,-0.257,-0.11199999999999999,-0.38,0.011000000000000001,-0.29,-0.07400000000000001,-0.405,0.040999999999999995
1933-08-01,1933/08,-0.179,-0.25,-0.078,-0.248,-0.11,-0.41600000000000004,0.057999999999999996,-0.28,-0.066,-0.435,0.085
1933-09-01,1933/09,-0.235,-0.314,-0.163,-0.308,-0.162,-0.439,-0.032,-0.349,-0.128,-0.469,-0.006
1933-10-01,1933/10,-0.204,-0.281,-0.121,-0.27899999999999997,-0.129,-0.36700000000000005,-0.040999999999999995,-0.309,-0.091,-0.396,-0.004
1933-11-01,1933/11,-0.316,-0.402,-0.247,-0.385,-0.248,-0.45299999999999996,-0.18,-0.428,-0.214,-0.495,-0.147
1933-12-01,1933/12,-0.531,-0.63,-0.45899999999999996,-0.602,-0.45899999999999996,-0.679,-0.382,-0.649,-0.43,-0.72,-0.35200000000000004
1934-01-01,1934/01,-0.225,-0.314,-0.149,-0.294,-0.155,-0.413,-0.036000000000000004,-0.335,-0.12,-0.44299999999999995,-0.009000000000000001
1934-02-01,1934/02,-0.165,-0.253,-0.096,-0.23399999999999999,-0.095,-0.316,-0.013000000000000001,-0.272,-0.062,-0.35,0.019
1934-03-01,1934/03,-0.396,-0.49,-0.292,-0.465,-0.327,-0.555,-0.237,-0.503,-0.276,-0.5870000000000001,-0.198
1934-04-01,1934/04,-0.25,-0.341,-0.163,-0.32299999999999995,-0.177,-0.414,-0.086,-0.36200000000000004,-0.14,-0.44799999999999995,-0.053
1934-05-01,1934/05,-0.08199999999999999,-0.168,-0.011000000000000001,-0.155,-0.009000000000000001,-0.247,0.083,-0.19399999999999998,0.019,-0.281,0.111
1934-06-01,1934/06,-0.043,-0.122,0.032,-0.113,0.027999999999999997,-0.193,0.107,-0.149,0.062,-0.226,0.141
1934-07-01,1934/07,-0.068,-0.152,0.01,-0.142,0.006,-0.261,0.125,-0.174,0.042,-0.28800000000000003,0.156
1934-08-01,1934/08,-0.057999999999999996,-0.133,0.04,-0.132,0.016,-0.3,0.184,-0.16399999999999998,0.057,-0.322,0.21
1934-09-01,1934/09,-0.10099999999999999,-0.174,-0.031,-0.172,-0.031,-0.308,0.105,-0.21,0.001,-0.33399999999999996,0.129
1934-10-01,1934/10,-0.091,-0.17,-0.004,-0.163,-0.02,-0.255,0.073,-0.195,0.022000000000000002,-0.284,0.11
1934-11-01,1934/11,0.022000000000000002,-0.059000000000000004,0.08900000000000001,-0.046,0.08900000000000001,-0.107,0.151,-0.086,0.12300000000000001,-0.14800000000000002,0.185
1934-12-01,1934/12,-0.142,-0.237,-0.07200000000000001,-0.21100000000000002,-0.073,-0.292,0.009000000000000001,-0.259,-0.043,-0.331,0.038
1935-01-01,1935/01,-0.233,-0.319,-0.161,-0.304,-0.162,-0.423,-0.043,-0.342,-0.127,-0.452,-0.015
1935-02-01,1935/02,0.10099999999999999,0.02,0.174,0.031,0.171,-0.052000000000000005,0.254,-0.006,0.20600000000000002,-0.085,0.28800000000000003
1935-03-01,1935/03,-0.23,-0.318,-0.131,-0.297,-0.163,-0.384,-0.075,-0.331,-0.11699999999999999,-0.414,-0.039
1935-04-01,1935/04,-0.273,-0.361,-0.18600000000000003,-0.345,-0.201,-0.433,-0.11199999999999999,-0.381,-0.16399999999999998,-0.465,-0.079
1935-05-01,1935/05,-0.245,-0.32799999999999996,-0.177,-0.32,-0.17,-0.41100000000000003,-0.079,-0.35600000000000004,-0.14300000000000002,-0.445,-0.05
1935-06-01,1935/06,-0.188,-0.26899999999999996,-0.11199999999999999,-0.262,-0.113,-0.332,-0.043,-0.29600000000000004,-0.077,-0.36700000000000005,-0.004
1935-07-01,1935/07,-0.142,-0.223,-0.068,-0.214,-0.07,-0.332,0.047,-0.247,-0.036000000000000004,-0.358,0.076
1935-08-01,1935/08,-0.154,-0.228,-0.059000000000000004,-0.222,-0.085,-0.39399999999999996,0.087,-0.255,-0.043,-0.414,0.111
1935-09-01,1935/09,-0.141,-0.21,-0.073,-0.20600000000000002,-0.075,-0.35200000000000004,0.07,-0.244,-0.044000000000000004,-0.376,0.091
1935-10-01,1935/10,-0.075,-0.15,0.006999999999999999,-0.141,-0.01,-0.237,0.087,-0.171,0.032,-0.261,0.121
1935-11-01,1935/11,-0.308,-0.389,-0.235,-0.373,-0.243,-0.44,-0.17600000000000002,-0.413,-0.207,-0.478,-0.142
1935-12-01,1935/12,-0.27399999999999997,-0.373,-0.20800000000000002,-0.34,-0.209,-0.433,-0.115,-0.392,-0.179,-0.47100000000000003,-0.09
1936-01-01,1936/01,-0.31,-0.397,-0.23800000000000002,-0.37200000000000005,-0.247,-0.499,-0.12,-0.41100000000000003,-0.212,-0.524,-0.096
1936-02-01,1936/02,-0.365,-0.441,-0.29600000000000004,-0.429,-0.301,-0.519,-0.21100000000000002,-0.465,-0.265,-0.547,-0.18
1936-03-01,1936/03,-0.31,-0.402,-0.209,-0.371,-0.249,-0.462,-0.158,-0.41,-0.195,-0.489,-0.12
1936-04-01,1936/04,-0.213,-0.297,-0.131,-0.276,-0.15,-0.366,-0.06,-0.313,-0.113,-0.395,-0.031
1936-05-01,1936/05,-0.16,-0.24,-0.092,-0.225,-0.094,-0.324,0.004,-0.265,-0.066,-0.355,0.028999999999999998
1936-06-01,1936/06,-0.161,-0.23800000000000002,-0.091,-0.22399999999999998,-0.09699999999999999,-0.304,-0.017,-0.259,-0.061,-0.33299999999999996,0.016
1936-07-01,1936/07,-0.021,-0.1,0.053,-0.084,0.043,-0.20600000000000002,0.165,-0.12,0.081,-0.23,0.191
1936-08-01,1936/08,-0.045,-0.11599999999999999,0.048,-0.107,0.017,-0.28300000000000003,0.193,-0.14,0.061,-0.3,0.21600000000000003
1936-09-01,1936/09,-0.10800000000000001,-0.175,-0.038,-0.175,-0.040999999999999995,-0.316,0.10099999999999999,-0.209,-0.01,-0.34,0.12300000000000001
1936-10-01,1936/10,-0.006,-0.08,0.078,-0.07,0.057999999999999996,-0.166,0.153,-0.1,0.099,-0.19,0.18600000000000003
1936-11-01,1936/11,-0.071,-0.155,0.002,-0.134,-0.006999999999999999,-0.203,0.061,-0.175,0.03,-0.24,0.095
1936-12-01,1936/12,-0.013999999999999999,-0.11,0.052000000000000005,-0.079,0.052000000000000005,-0.17,0.14300000000000002,-0.131,0.081,-0.20800000000000002,0.16899999999999998
1937-01-01,1937/01,-0.134,-0.223,-0.057,-0.19699999999999998,-0.071,-0.33399999999999996,0.067,-0.23800000000000002,-0.033,-0.359,0.09
1937-02-01,1937/02,0.039,-0.04,0.107,-0.025,0.102,-0.12,0.19699999999999998,-0.061,0.139,-0.147,0.228
1937-03-01,1937/03,-0.27899999999999997,-0.368,-0.17800000000000002,-0.342,-0.21600000000000003,-0.435,-0.12300000000000001,-0.377,-0.166,-0.462,-0.087
1937-04-01,1937/04,-0.135,-0.212,-0.054000000000000006,-0.19899999999999998,-0.071,-0.29100000000000004,0.021,-0.23399999999999999,-0.034,-0.318,0.05
1937-05-01,1937/05,-0.083,-0.163,-0.018000000000000002,-0.145,-0.022000000000000002,-0.245,0.079,-0.184,0.008,-0.27399999999999997,0.102
1937-06-01,1937/06,-0.006,-0.08199999999999999,0.065,-0.07,0.057999999999999996,-0.151,0.139,-0.105,0.096,-0.18,0.172
1937-07-01,1937/07,0.055,-0.025,0.128,-0.01,0.11900000000000001,-0.133,0.242,-0.046,0.155,-0.158,0.267
1937-08-01,1937/08,0.085,0.013999999999999999,0.17600000000000002,0.025,0.145,-0.151,0.322,-0.008,0.187,-0.16899999999999998,0.34299999999999997
1937-09-01,1937/09,0.115,0.044000000000000004,0.188,0.049,0.182,-0.092,0.32299999999999995,0.012,0.215,-0.11699999999999999,0.34600000000000003
1937-10-01,1937/10,0.12,0.05,0.2,0.055,0.185,-0.043,0.28300000000000003,0.027000000000000003,0.223,-0.066,0.314
1937-11-01,1937/11,0.002,-0.076,0.069,-0.062,0.066,-0.125,0.129,-0.10099999999999999,0.099,-0.163,0.162
1937-12-01,1937/12,-0.113,-0.20600000000000002,-0.048,-0.177,-0.049,-0.276,0.05,-0.22699999999999998,-0.019,-0.311,0.075
1938-01-01,1938/01,0.013000000000000001,-0.066,0.085,-0.052000000000000005,0.078,-0.183,0.20800000000000002,-0.087,0.111,-0.20600000000000002,0.23199999999999998
1938-02-01,1938/02,0.017,-0.055999999999999994,0.079,-0.044000000000000004,0.079,-0.139,0.174,-0.078,0.111,-0.165,0.201
1938-03-01,1938/03,0.057,-0.026000000000000002,0.151,-0.006999999999999999,0.121,-0.094,0.20800000000000002,-0.038,0.166,-0.12,0.243
1938-04-01,1938/04,0.077,-0.002,0.156,0.012,0.142,-0.08199999999999999,0.235,-0.022000000000000002,0.17600000000000002,-0.109,0.264
1938-05-01,1938/05,-0.092,-0.172,-0.031,-0.16,-0.023,-0.256,0.073,-0.19699999999999998,-0.0,-0.289,0.095
1938-06-01,1938/06,-0.059000000000000004,-0.135,0.002,-0.125,0.008,-0.204,0.087,-0.156,0.038,-0.233,0.11699999999999999
1938-07-01,1938/07,-0.044000000000000004,-0.115,0.021,-0.111,0.023,-0.235,0.147,-0.14,0.052000000000000005,-0.258,0.17
1938-08-01,1938/08,0.015,-0.05,0.1,-0.048,0.079,-0.225,0.256,-0.077,0.11599999999999999,-0.242,0.27699999999999997
1938-09-01,1938/09,0.055999999999999994,-0.013000000000000001,0.11800000000000001,-0.013999999999999999,0.125,-0.163,0.27399999999999997,-0.046,0.152,-0.18600000000000003,0.294
1938-10-01,1938/10,0.141,0.075,0.218,0.073,0.209,-0.027000000000000003,0.309,0.048,0.244,-0.05,0.34
1938-11-01,1938/11,0.021,-0.051,0.087,-0.047,0.08800000000000001,-0.114,0.155,-0.08,0.114,-0.149,0.184
1938-12-01,1938/12,-0.29600000000000004,-0.38,-0.233,-0.364,-0.22699999999999998,-0.455,-0.136,-0.406,-0.203,-0.49,-0.111
1939-01-01,1939/01,-0.068,-0.149,0.001,-0.13699999999999998,0.0,-0.26899999999999996,0.133,-0.16899999999999998,0.031,-0.293,0.156
1939-02-01,1939/02,-0.045,-0.11900000000000001,0.017,-0.11199999999999999,0.021,-0.203,0.11199999999999999,-0.145,0.05,-0.231,0.139
1939-03-01,1939/03,-0.271,-0.35200000000000004,-0.177,-0.337,-0.205,-0.42700000000000005,-0.115,-0.368,-0.163,-0.45299999999999996,-0.08199999999999999
1939-04-01,1939/04,-0.106,-0.177,-0.033,-0.177,-0.034,-0.257,0.046,-0.205,-0.005,-0.28600000000000003,0.076
1939-05-01,1939/05,-0.031,-0.10300000000000001,0.024,-0.107,0.045,-0.19399999999999998,0.133,-0.135,0.065,-0.226,0.157
1939-06-01,1939/06,0.062,-0.008,0.11800000000000001,-0.011000000000000001,0.135,-0.084,0.20800000000000002,-0.036000000000000004,0.161,-0.113,0.24
1939-07-01,1939/07,0.047,-0.018000000000000002,0.11199999999999999,-0.031,0.124,-0.14300000000000002,0.237,-0.054000000000000006,0.149,-0.168,0.263
1939-08-01,1939/08,0.036000000000000004,-0.024,0.114,-0.045,0.11699999999999999,-0.207,0.28,-0.067,0.14300000000000002,-0.228,0.302
1939-09-01,1939/09,-0.081,-0.13,-0.024,-0.172,0.01,-0.306,0.14400000000000002,-0.187,0.025,-0.33,0.168
1939-10-01,1939/10,-0.278,-0.33399999999999996,-0.223,-0.366,-0.18899999999999997,-0.461,-0.095,-0.382,-0.17300000000000001,-0.488,-0.067
1939-11-01,1939/11,-0.129,-0.183,-0.07200000000000001,-0.21100000000000002,-0.046,-0.27899999999999997,0.022000000000000002,-0.23199999999999998,-0.028999999999999998,-0.312,0.051
1939-12-01,1939/12,0.22899999999999998,0.17300000000000001,0.27,0.146,0.311,0.066,0.391,0.128,0.32,0.037000000000000005,0.414
1940-01-01,1940/01,-0.192,-0.24600000000000002,-0.133,-0.28,-0.10400000000000001,-0.39799999999999996,0.013999999999999999,-0.29600000000000004,-0.086,-0.42200000000000004,0.040999999999999995
1940-02-01,1940/02,-0.043,-0.099,0.01,-0.131,0.044000000000000004,-0.18100000000000002,0.095,-0.14800000000000002,0.057999999999999996,-0.217,0.128
1940-03-01,1940/03,-0.11900000000000001,-0.175,-0.054000000000000006,-0.209,-0.028999999999999998,-0.285,0.046,-0.221,-0.011000000000000001,-0.313,0.079
1940-04-01,1940/04,0.047,-0.006999999999999999,0.096,-0.044000000000000004,0.138,-0.124,0.218,-0.057999999999999996,0.152,-0.153,0.248
1940-05-01,1940/05,0.019,-0.036000000000000004,0.065,-0.07,0.10800000000000001,-0.16,0.198,-0.086,0.121,-0.18899999999999997,0.22399999999999998
1940-06-01,1940/06,0.034,-0.017,0.084,-0.053,0.12,-0.128,0.195,-0.067,0.135,-0.156,0.226
1940-07-01,1940/07,0.145,0.083,0.193,0.059000000000000004,0.23,-0.055,0.344,0.038,0.24100000000000002,-0.084,0.364
1940-08-01,1940/08,0.043,-0.006,0.095,-0.042,0.128,-0.19899999999999998,0.28600000000000003,-0.052000000000000005,0.141,-0.217,0.305
1940-09-01,1940/09,0.122,0.079,0.17800000000000002,0.032,0.213,-0.11199999999999999,0.35700000000000004,0.022000000000000002,0.22699999999999998,-0.132,0.38
1940-10-01,1940/10,0.011000000000000001,-0.040999999999999995,0.065,-0.077,0.099,-0.174,0.196,-0.09,0.113,-0.2,0.223
1940-11-01,1940/11,-0.067,-0.122,-0.015,-0.157,0.023,-0.22399999999999998,0.09,-0.174,0.036000000000000004,-0.258,0.12
1940-12-01,1940/12,0.161,0.10400000000000001,0.209,0.077,0.245,-0.028999999999999998,0.35200000000000004,0.059000000000000004,0.257,-0.055,0.374
1941-01-01,1941/01,-0.092,-0.134,-0.05,-0.17,-0.013000000000000001,-0.297,0.114,-0.179,-0.002,-0.315,0.133
1941-02-01,1941/02,-0.017,-0.06,0.032,-0.096,0.062,-0.16,0.125,-0.107,0.07400000000000001,-0.18600000000000003,0.152
1941-03-01,1941/03,-0.136,-0.17600000000000002,-0.094,-0.213,-0.059000000000000004,-0.305,0.034,-0.22399999999999998,-0.05,-0.327,0.054000000000000006
1941-04-01,1941/04,0.019,-0.027999999999999997,0.055,-0.06,0.098,-0.152,0.19,-0.07400000000000001,0.10300000000000001,-0.177,0.20800000000000002
1941-05-01,1941/05,-0.022000000000000002,-0.075,0.009000000000000001,-0.099,0.055,-0.193,0.14800000000000002,-0.11599999999999999,0.061,-0.21899999999999997,0.165
1941-06-01,1941/06,0.11900000000000001,0.064,0.15,0.038,0.201,-0.03,0.26899999999999996,0.023,0.20600000000000002,-0.06,0.29100000000000004
1941-07-01,1941/07,0.122,0.076,0.157,0.046,0.19699999999999998,-0.077,0.32,0.035,0.20600000000000002,-0.095,0.337
1941-08-01,1941/08,0.024,-0.013999999999999999,0.054000000000000006,-0.047,0.095,-0.21,0.258,-0.055999999999999994,0.102,-0.223,0.27
1941-09-01,1941/09,-0.135,-0.18100000000000002,-0.09699999999999999,-0.214,-0.055999999999999994,-0.358,0.08900000000000001,-0.226,-0.047,-0.377,0.10400000000000001
1941-10-01,1941/10,0.21600000000000003,0.16699999999999998,0.254,0.136,0.295,0.048,0.384,0.11900000000000001,0.302,0.021,0.40299999999999997
1941-11-01,1941/11,0.051,0.001,0.09,-0.028999999999999998,0.13,-0.105,0.207,-0.045,0.13699999999999998,-0.134,0.228
1941-12-01,1941/12,0.095,0.051,0.129,0.002,0.188,-0.105,0.295,-0.009000000000000001,0.195,-0.131,0.318
1942-01-01,1942/01,0.20600000000000002,0.153,0.255,0.12300000000000001,0.29,-0.013999999999999999,0.42700000000000005,0.107,0.3,-0.036000000000000004,0.445
1942-02-01,1942/02,-0.08800000000000001,-0.147,-0.036000000000000004,-0.17,-0.006,-0.255,0.079,-0.18600000000000003,0.008,-0.281,0.105
1942-03-01,1942/03,-0.09,-0.146,-0.051,-0.174,-0.006,-0.268,0.08900000000000001,-0.19699999999999998,0.002,-0.299,0.109
1942-04-01,1942/04,-0.065,-0.13,-0.021,-0.153,0.022000000000000002,-0.228,0.098,-0.16899999999999998,0.032,-0.258,0.124
1942-05-01,1942/05,-0.019,-0.07400000000000001,0.022000000000000002,-0.10300000000000001,0.065,-0.19899999999999998,0.161,-0.12300000000000001,0.075,-0.22699999999999998,0.183
1942-06-01,1942/06,0.034,-0.027000000000000003,0.08,-0.052000000000000005,0.12,-0.138,0.20600000000000002,-0.067,0.13,-0.166,0.231
1942-07-01,1942/07,-0.081,-0.136,-0.038,-0.16399999999999998,0.001,-0.282,0.11900000000000001,-0.179,0.013999999999999999,-0.304,0.141
1942-08-01,1942/08,-0.067,-0.129,-0.024,-0.152,0.019,-0.316,0.183,-0.16899999999999998,0.028999999999999998,-0.336,0.19899999999999998
1942-09-01,1942/09,0.002,-0.052000000000000005,0.048,-0.08199999999999999,0.086,-0.228,0.23199999999999998,-0.098,0.096,-0.25,0.249
1942-10-01,1942/10,-0.084,-0.14300000000000002,-0.04,-0.172,0.004,-0.273,0.105,-0.192,0.013000000000000001,-0.303,0.127
1942-11-01,1942/11,-0.066,-0.12,-0.022000000000000002,-0.156,0.023,-0.22,0.087,-0.172,0.032,-0.253,0.115
1942-12-01,1942/12,0.0,-0.062,0.04,-0.087,0.08800000000000001,-0.182,0.183,-0.105,0.095,-0.21100000000000002,0.204
1943-01-01,1943/01,-0.214,-0.265,-0.168,-0.304,-0.125,-0.435,0.006,-0.317,-0.114,-0.45799999999999996,0.027999999999999997
1943-02-01,1943/02,0.068,0.02,0.115,-0.013999999999999999,0.15,-0.12,0.256,-0.027000000000000003,0.162,-0.14300000000000002,0.278
1943-03-01,1943/03,-0.204,-0.255,-0.165,-0.289,-0.11900000000000001,-0.379,-0.028999999999999998,-0.306,-0.109,-0.406,-0.006
1943-04-01,1943/04,-0.003,-0.053,0.042,-0.08900000000000001,0.08199999999999999,-0.165,0.159,-0.102,0.094,-0.192,0.18600000000000003
1943-05-01,1943/05,-0.018000000000000002,-0.08,0.023,-0.10300000000000001,0.067,-0.196,0.161,-0.12,0.078,-0.22399999999999998,0.184
1943-06-01,1943/06,-0.096,-0.145,-0.048,-0.182,-0.01,-0.272,0.08,-0.196,0.001,-0.298,0.105
1943-07-01,1943/07,0.003,-0.054000000000000006,0.043,-0.077,0.084,-0.221,0.22699999999999998,-0.09300000000000001,0.09300000000000001,-0.242,0.244
1943-08-01,1943/08,-0.009000000000000001,-0.067,0.027999999999999997,-0.08900000000000001,0.07200000000000001,-0.262,0.245,-0.105,0.085,-0.27899999999999997,0.262
1943-09-01,1943/09,-0.025,-0.077,0.016,-0.11,0.06,-0.258,0.20800000000000002,-0.124,0.07,-0.27899999999999997,0.226
1943-10-01,1943/10,0.22899999999999998,0.16699999999999998,0.266,0.14300000000000002,0.316,0.038,0.42100000000000004,0.124,0.322,0.009000000000000001,0.44
1943-11-01,1943/11,0.013999999999999999,-0.042,0.054000000000000006,-0.07,0.098,-0.147,0.175,-0.085,0.107,-0.175,0.2
1943-12-01,1943/12,0.191,0.126,0.233,0.106,0.275,0.018000000000000002,0.364,0.087,0.285,-0.011000000000000001,0.387
1944-01-01,1944/01,0.281,0.22899999999999998,0.32799999999999996,0.203,0.358,0.077,0.484,0.188,0.371,0.057999999999999996,0.503
1944-02-01,1944/02,0.125,0.077,0.18,0.047,0.203,-0.032,0.282,0.034,0.21899999999999997,-0.055,0.31
1944-03-01,1944/03,0.135,0.086,0.177,0.055,0.215,-0.032,0.302,0.035,0.225,-0.06,0.324
1944-04-01,1944/04,0.046,-0.0,0.091,-0.035,0.128,-0.109,0.20199999999999999,-0.051,0.14,-0.13699999999999998,0.228
1944-05-01,1944/05,0.057,0.005,0.10300000000000001,-0.023,0.13699999999999998,-0.11599999999999999,0.23,-0.04,0.14800000000000002,-0.141,0.252
1944-06-01,1944/06,0.152,0.094,0.196,0.068,0.23600000000000002,-0.006,0.31,0.052000000000000005,0.245,-0.035,0.335
1944-07-01,1944/07,0.22,0.17300000000000001,0.256,0.138,0.302,0.005,0.436,0.124,0.311,-0.017,0.45299999999999996
1944-08-01,1944/08,0.23600000000000002,0.17300000000000001,0.275,0.152,0.321,-0.012,0.484,0.134,0.33,-0.032,0.5
1944-09-01,1944/09,0.293,0.244,0.332,0.21100000000000002,0.374,0.065,0.521,0.19699999999999998,0.384,0.046,0.5379999999999999
